"Authors, Primary",Title Primary,organism,where,Pub Year,Keywords,Abstract,Link
"Ludwig,J.","The success of the introduced common myna, Acridotheres tristis, on the island of Moorea, French Polynesia, as demonstrated by foraging patterns related to human development and disturbance",bird,Terrestrial,1996,Moorea;French Polynesia;mynah;Acridotheres tristis;distribution;feeding;habitat preference;invasive species;disturbance, ,
"Mayali,X.","Zonation of lagoon algae in Moorea, French Polynesia",algae,marine,1996,Moorea;French Polynesia;algae;zonation;Acanthophora;Rhodomelaceae;Amphiroa;Corallinaceae;Avrainvillea;Udonteaceae;Boodlea;Siphonocladaceae;Caulerpa;Caulerpaceae;Ceramium;Ceramiaceae;Cheilosporum;Chnoospora;Chnoosporaceae;Codium;Codiaceae;Colpomenia;Scytosiphonaceae;Dictyota;Dictotaceae;Enteromorpha;Ulvaceae;Grateloupia;Cryptonemiaceae;Halimeda;Halimedaceae;Hydroclathrus;Hypnea;Hypneaceae;Padina;Rosenvingia;Sargassum;Sargassaceae;Spyridia;Ulva, ,
"Rabin,Larry",Habitat and cavity preference in the stomatopod Gonodactylus childi,invert,marine,1996,Moorea;French Polynesia;Stomatopoda;Crustacea;Gonodactylus childi;habitat preference;snapping shrimp;Synalpheidae, ,
"Trujillo,S.",Factors influencing the early life cycle of Inocarpus fagiferus,plant,Terrestrial,1996,Moorea;French Polynesia;Inocarpus fagiferus;Fabaceae;plants;germination;dispersal;predation;salinity;moths;Lepidoptera;Tortricidae;rat, ,
"Woo,I.","Comparative effects of the introduced mangrove, Rhizophora stylosa, and the native tree, Hibiscus tiliaceus, on the salt marsh grass, Paspalum vaginatum",plant,Terrestrial,1996,Moorea;French Polynesia;mangrove;Rhizophora stylosa;Rhizophoraceae;Hibiscus tiliaceus;Malvaceae;Paspalum vaginatum;invasive species;plants, ,
"Yelenik,S.","Ecological and evolutionary implications of spines on the tropical stream snail, Clithon spinosa",invert,Terrestrial,1996,Moorea;French Polynesia;snails;morphology;ecology;Clithon spinosa;Neritidae;Gastropoda, ,
"Achrekar,A. P.","An ethnopharmacological study of possible anticancer and antimicrobial plants on Moorea, French Polynesia",plant,Terrestrial,1995,Moorea;French Polynesia;ethnobotany;antimicrobial;cytotoxicity;plants;healers;shrimp;Artemia salina;Angiopteris;Angiopteridaceae;Catharanthus;Apocynaceae;Barringtonia;Barringtoniaceae;Casuarina equisetifolia;Casuarinaceae;Terminalia;Combretaceae;Cordyline;Agavacea;Cenchrus echinatus;Poaceae;Ocimum;Lamiacea;Lycopodium;Lycopodiaceae;Hibiscus tiliaceus;Thespesia populnea;Malvaceae;Artocarpus altilis;Ficus;Moraceae;Psidium;Myrtaceae;Oxalis;Oxalidaceae;Freycinetia;Pandanus;Pandanaceae;Phymatosorus;Polypodiaceae;Ramalina;Ramaliaceae;Gardenia;Morinda citrifolia;Rubiaceae;Citrus;Rutaceae;Capsicum;Solanaceae;Usnea;Usneaceae;Premma;Verbenaceae, ,
"Acutt,N. J.","Establishment of Rhizophora stylosa, in introduced mangrove on Moorea, French Polynesia",plant,Terrestrial,1995,Moorea;French Polynesia;mangrove;Rhizophora stylosa;Rhizophoraceae;distribution;reproduction;plants;morphology, ,
"Brook,L.","Benthic Foraminifera from mangrove lagoonal environments of Moorea, French Polynesia",invert,marine,1995,Moorea;French Polynesia;foraminifera;Rhizophora stylosa;Hibiscus tiliaceus;Paspalum vaginatum;invasive species, ,
"Collisson,E. A.",Species concepts in the Echinometra mathaei complex,invert,marine,1995,Moorea;French Polynesia;Echinometra;species concepts;phylogeny;urchins;Echinodermata, ,
"Dinn,L.",Predictability in a coral reef fish community: a fixed theory?,fish,marine,1995,Moorea;French Polynesia;fish;Osteichthys;reef;corals;Cnidaria;Acropora formosa;Acroporidae;Dascyllus aruanus;Stegastes nigricans;Pomacentridae;Chaetodon citrinellus;Chaetodontidae;Zebrasoma scopas;Acanthuridae;distribution, ,
"Elston,P.","Succession of epiphyllous liverworts and lichens in the Opunohu Valley of Moorea, French Polynesia",plant,Terrestrial,1995,Moorea;French Polynesia;liverworts;lichen;epiphytes;succession;Inocarpus fagiferus;Fabaceae;plants;Leptolejeunea;Drepanolejeunea;Diplasiolejeunea, ,
"Greenberg,K.","Variation in flow and sediment transport across Viapahu reef-flat, Moorea, French Polynesia: a comparison of back-reef morphology",coral,marine,1995,Moorea;French Polynesia;sedimentation;reef;circulation, ,
"Houston,R. M.","A description of the spatial and temporal distribution of Paracalanus sp. (Crustacea: Copepod) in Cook's Bay (Moorea, French Polynesia)",invert,marine,1995,Moorea;French Polynesia;Paracalanus;Crustacea;copepods;distribution, ,
"Johnson,A.",Comparison of sensory cues in Octopus bocki by introduction of predator and prey organisms,invert,marine,1995,Moorea;French Polynesia;Octopodidae;Octopus bocki;Stomatopoda;Crustacea;predation;behavior;Cephalopoda, ,
"Lin,B. Y.","Behavior of the male short-tailed cricket, Anurogryllus muticus de Geer, affecting reproductive success in Moorea, French Polynesia",insect,Terrestrial,1995,Moorea;French Polynesia;Insecta;Arthropoda;Anurogryllus muticus;Gryllidae;Orthoptera;behavior;reproduction;feeding, ,
"Liu,T.","Factors affecting the distribution of freshwater gastropods on Moorea, French Polynesia",invert,Terrestrial,1995,Moorea;French Polynesia;Gastropoda;snails;distribution;stream;habitat preference;salinity;Neritidae;Thiaridae;Neritina auriculata;Neritina canalis;Neritina turrita;Septaria porcellana;Clithon spinosa, ,
"Nowell,C.","Niche partitioning in two species of tropical nudibranchs at Moorea, French Polynesia",invert,marine,1995,Moorea;French Polynesia;Nudibranchia;Mollusca;Risbecia imperialis;Glossodoris cincta;Chromodoris;Chromodorididae;Dysidea;Dysideidae;sponges;Porifera;behavior;habitat preference, ,
"Schafler,M.","Taphonomy of the coral reef conglomerate platform, Moorea, French Polynesia",coral,marine,1995,Moorea;French Polynesia;taphonomy;diversity;corals;Cnidaria;Mollusca;Pocillopora;disturbance;Diadema;Acropora;Fungia;Fungiidae;Acroporidae;Pocilloporidae;Diadematidae;Echinodermata, ,
"Skubatch,M.","Habitat distribution and population structure of territorial damselfish, Dascyllus auanus in Teavaro lagoon, Moorea, French Polynesia",fish,marine,1995,Moorea;French Polynesia;fish;Osteichthys;Dascyllus aruanus;Pomacentridae;corals;Cnidaria;Acropora formosa;Acroporidae;Pocillopora damicornis;Pocilloporidae;habitat preference, ,
"Vaziri,N.",Habitat partitioning and susceptibility of Sargassum sociale to herbivory by sea urchins,algae,marine,1995,Moorea;French Polynesia;Sargassaceae;Sargassum sociale;herbivory;algae;urchins;Diadema savignyi;Tripneustes gratilla;Echinometra mathaei;Echinodermata, ,
"Boyd,E.",Differences in population structure of three wrasses in relation to habitat variability,fish,marine,1994,Moorea;French Polynesia;wrass;fish;Gomphosus;Halichoeres;Thalassoma hardwicke;habitat preference;social structure;Labridae;Osteichthys, ,
"Burford,M. O.",The vegetation of reef islands (motus): a study of the ecological and anthropogenic effects on the Motu Temae,invert,marine,1994,Moorea;French Polynesia;plants;diversity;motu;disturbance;Carica;Casuarina equisetifolia;Cocos nucifera;Guettarda;Tournefortia;Pandanus;Leucaena;Ricinus;Gardenia;Morinda citrifolia;Pemphis;Scaevola taccada;Suriana;Stachytarpheta;Lantana camara;Chamaesyce;Bidens;Cassytha filiformis;Catharanthus;Emilia fosbergii;Ipomoea;Passiflora foetida;Portulaca;Vigna;Tacca;Wollistonia;Cenchrus echinatus;Fibristylis;Lepturus repens;Sporobolus;Tricholaena, ,
"Comendant,T.","Emergence, transit, and foraging behavior in two species of Pacific Island gecko (Lepidodactylus lugubri and Gehyra oceanica)",vertebrate,Terrestrial,1994,Moorea;French Polynesia;lizard;gecko;Lepidodactylus lugubris;Gehyra oceanica;behavior;feeding, ,
"Gaertner,L. M.","Traditional medicine in Moorea, French Polynesia: a study of its uses, the practitioners, and their plants",plant,Terrestrial,1994,Moorea;French Polynesia;ethnobotany;plants;healers;Santalum;Eugenia;Casuarina equisetifolia;Citrus;Calophyllum;Hibiscus rosa-sinensis;Cordyline;Nicotiana;Premma;Annona;Cocos nucifera;Barringtonia;Manihot;Ficus;Brachiaria;Musa;Phymatosorus;Ocimum;Thespesia populnea;Phyllanthus;Morinda citrifolia;Capsicum;Ananus;pineapple;Oxalis;Rorippa;Tacca;Cenchrus echinatus;Hibiscus tiliaceus;Safran;Tournefortia;Polygonum;Aleurites moluccana;Ophioglossum;Gardenia;Davallia;Saccarum;Cordia subcordata;Psidium;Artocarpus altilis;Adenostemma;Mangifera indica;Spondias, ,
"Gehlbach,S. J.","Relative abundance, depth, and linear distribution of six species of sea urchin along continuous reef to shore profiles at two differing sites in the lagoon on Moorea, French Polynesia",invert,marine,1994,Moorea;French Polynesia;urchins;Echinodermata;distribution;habitat preference;disturbance;Echinometra mathaei;Echinostrephus molaris;Echinothrix calamaris;Echinothrix diadema;Diadema savignyi;Tripneustes gratilla, ,
"Grenier,E. M.","The reproductive biology of Rhizophora stylosa: an introduced mangrove on Moorea, French Polynesia",plant,Terrestrial,1994,Moorea;French Polynesia;Rhizophora stylosa;mangrove;invasive species;reproduction;Rhizophoraceae;plants;distribution;salinity, ,
"Hahn,D. R.",The effect of flow rate on hermit crab shell selection in three species of tropical Calcinus,invert,marine,1994,Moorea;French Polynesia;crabs;Calcinus;Diogenidae;shell selection;Gastropoda;snails;Crustacea;Paguridae, ,
"Johnson,R.",A phylogeny of Moorean nudibranchs with a test of nudibranch palatability,invert,marine,1994,Moorea;French Polynesia;Nudibranchia;Mollusca;phylogeny;predation;Gymnodoris;Glossidoris;Risbecia imperialis;Chromodoris;Chromodorididae;Noumea;Hypselodoris;Dendrodoris;Berthellina;Stylochelius;Thuridilla;Elysia;Colpodspis;Hexabranchus;Dolabella;Dolabrifera, ,
"Kalish,S.","Long term trends in coral bleaching: a study in Moorea, French Polynesia",coral,marine,1994,Moorea;French Polynesia;corals;Cnidaria;bleaching;Pocillopora;Pocilloporidae;Acropora;Acroporidae;Montipora;Montastrea;Faviidae, ,
"Laczek-Johnson,C.",Abundance and diversity of Conus gastropods in subtidal reef habitats,invert,marine,1994,Moorea;French Polynesia;Gastropoda;snails;Conus;diversity;habitat preference;Conidae, ,
"Linville,R.",An analysis of zooxanthellae in hermatypic corals sampled from shallow depths,coral,marine,1994,Moorea;French Polynesia;zooxanthellae;symbiosis;corals;Cnidaria;bleaching;Acropora;Acroporidae;Pocillopora;Pocilloporidae;Porites;Poritidae, ,
"Park,I.;Cruz,C.",Masking behavior and distribution of the tropical sea urchin Tripneustes gratilla,invert,marine,1994,Moorea;French Polynesia;urchins;behavior;distribution;Tripneustes gratilla;Echinodermata;translocation/transplant, ,
"Pearson,J. A.",Food preferences of juvenile Octopus bocki,invert,marine,1994,Moorea;French Polynesia;Octopodidae;Octopus bocki;feeding;Cephalopoda;Stomatopoda;Crustacea;crabs, ,
"Rollin,S. J.",Relationships between size and dominance order in the fresh water shrimp Macrobrachium lar (Fabricius),invert,Terrestrial,1994,Moorea;French Polynesia;shrimp;Macrobrachium;behavior;aggression;stream, ,
"Wettach,G. R.;Smith,J. L.",Developmental response of Aedes polynesiensis to resource limitation and predation by Toxorhynchites amboinensis (Diptera: Culicidae) within coconuts,insect,Terrestrial,1994,Moorea;French Polynesia;Insecta;Diptera;Culicidae;Aedes polynesiensis;Toxorhynchites amboinensis;mosquitoes;predation;feeding, ,
"Angeloni,L. M.",Disturbance on a coral reef flat: the effects of rock inversion on associated organisms,coral,marine,1993,Moorea;French Polynesia;algae;Echinometra mathaei;Echinodermata;Hypnea;Padina;Dictyota;Dictotaceae;Hypneaceae;disturbance;urchins;Lithothamnia;Mesophyllum;Porolithon;Corallinaceae, ,
"Bernstone,L.",Calcium budgeting on a tropical reef,ecosystem,marine,1993,Moorea;French Polynesia;calcium;reef, ,
"Bickel,K.","A survey of the dominant sessile macroorganisms and the damselfish, Stegastes nigricans, on the tropical island of Moorea, French Polynesia, in some areas possibly impacted by humans",fish,marine,1993,Moorea;French Polynesia;Stegastes nigricans;fish;Osteichthys;Pomacentridae;algae;Turbinaria ornata;Halimeda;Dictyota;Sargassaceae;Dictotaceae;Halimedaceae;Porites;Poritidae;distribution;habitat preference;corals;Cnidaria, ,
"Colborn,K.;Rice,J.",Islands within the sea: the theory of coralline boulder biogeography,plant,Terrestrial,1993,Moorea;French Polynesia;corals;Cnidaria;distribution;fossil;diversity;Crustacea;oligochaete;Bivalvia;polychaete;Echinodermata;Sipuncula;Brachiopoda;Osteichthys;Gastropoda;snails;Ophiuroidea;Porifera;sponges;Turbellaria;Echiura;Cephalopoda;Anthozoa;Holothuria;sea cucumbers;Nemertea, ,
"Daniels,J. M.","Sediment production and transport in response to land use Moorea, French Polynesia",ecosystem,Terrestrial,1993,Moorea;French Polynesia;land use;sedimentation;agriculture;disturbance, ,
"Gade,K. J.",Comparison of leaf tissue losses by riparian trees and an invading plant in a tropical island stream,plant,Terrestrial,1993,Moorea;French Polynesia;plants;stream;leaf retention;Inocarpus fagiferus;Fabaceae;Hibiscus tiliaceus;Malvaceae;riparian;Miconia calvescens;Melastomaceae;invasive species;shrimp;Palaemonidae, ,
"Gigler,U.","Factors influencing the establishment of Miconia calvescens, an invasive weed, on the island of Moorea, French Polynesia",plant,Terrestrial,1993,Moorea;French Polynesia;plants;Miconia calvescens;Melastomaceae;invasive species;habitat preference;Inocarpus fagiferus;Hibiscus tiliaceus;Metrosideros collina;Fabaceae;Malvaceae;Myrtaceae;distribution, ,
"Goldman,J.","Aggregations of Diadema savignyi in the high energy channel at Temae Public Beach, Moorea, French Polynesia: an investigation into this habitat and strategies the urchins use to survive there",invert,marine,1993,Moorea;French Polynesia;urchins;Echinodermata;Diadema savignyi;Diadematidae;behavior;habitat preference;distribution, ,
"Iwanchuk,R. O.","A population survey: Echinoderms of the Cook's and Opunohu Bays of Moorea, French Polynesia",invert,marine,1993,Moorea;French Polynesia;Echinodermata;distribution;Opunohu Bay;Cook's Bay;urchins;Echinometra mathaei;Diadema savignyi;Echinostrephus aciculatus;Echinothrix diadema;Tripneustes gratilla;Holothuroidea dificilis;sea cucumbers;Holothuria;Bohadschia argus;Culcita novaeguineae;Diadematidae, ,
"Sakagawa,B.","Family plot agriculture on Moorea: past, present, and future",ecosystem,Terrestrial,1993,Moorea;French Polynesia;agriculture;land use;environmental health, ,
"Sandstedt,J. E.","The effects of sedimentation on the fungiid coral, Fungia scutaria",coral,marine,1993,Moorea;French Polynesia;Fungiidae;Fungia;sedimentation;corals;Cnidaria;bleaching, ,
"Schwartz,J.","Distribution of an invasive introduced plant, Miconia calvescens, on the island of Moorea, French Polynesia",plant,Terrestrial,1993,Moorea;French Polynesia;plants;Miconia calvescens;Melastomaceae;invasive species;distribution, ,
"Smith,S. L.","Limiting factors in the density and distribution of gobiids in a tropical stream in the Opunohu Valley, Moorea, French Polynesia",fish,marine,1993,Moorea;French Polynesia;fish;Osteichthys;Gobiidae;algae;feeding;habitat preference;distribution;predation;Anguilla mormorata;Awaous ocellaris;Sicyopterus pugnans, ,
