input,given,family,orcid,title,funder,identifier,award,start,end
"Kelly-Garrick, Caitlin",Caitlin,Kelly,0009-0001-8390-8422,,,,,,
"Kelly-Garrick, Caitlin",Caitlin,Kelly,0009-0002-1838-7509,,,,,,
"Kelly-Garrick, Caitlin",Caitlin,Kelly,0000-0002-8448-5636,,,,,,
"Kelly-Garrick, Caitlin",Caitlin,Kelly,0000-0001-9887-8249,,,,,,
"Kelly-Garrick, Caitlin",Caitlin,Kelly,0000-0001-5466-7634,,,,,,
"Kelly-Garrick, Caitlin",Caitlin,Kelly,0000-0002-3679-6448,,,,,,
"Kelly-Garrick, Caitlin",Caitlin,Kelly,0009-0002-9006-4341,,,,,,
"Kelly-Garrick, Caitlin",Caitlin,Kelly,0000-0002-4656-3031,,,,,,
"Kelly-Garrick, Caitlin",Caitlin,Kelly,0009-0006-8575-681X,,,,,,
"Kelly-Garrick, Caitlin",Caitlin,Kelly,0009-0000-7746-3634,,,,,,
"Kelly-Garrick, Caitlin",Caitlin ,Daugherty-Kelly ,0000-0002-0812-4046,,,,,,
"Leiboff, Samuel",Samuel,Leiboff,0000-0002-6623-1181,,,,,,
"Letchworth, Robert",Robert,Letchworth,0009-0001-8943-2218,,,,,,
"Mai, Quynh Nhu Ranitea",Nhu Quynh,Mai,0000-0002-1860-844X,,,,,,
"Mai, Quynh Nhu Ranitea",Nhu Thi Quynh,Mai,0000-0001-6259-7138,,,,,,
"Mai, Quynh Nhu Ranitea",Thi Quynh Nhu,Mai,0009-0004-7470-7647,,,,,,
"Mai, Quynh Nhu Ranitea",Quynh,Mai,0000-0002-6199-2096,,,,,,
"Mai, Quynh Nhu Ranitea",Quynh,Mai,0009-0000-8151-633X,,,,,,
"Mai, Quynh Nhu Ranitea",Quynh,Vu Mai,0009-0001-9550-939X,,,,,,
"Mai, Quynh Nhu Ranitea",Quynh-Anh,Mai,0000-0003-2399-9593,,,,,,
"Mai, Quynh Nhu Ranitea",Diem-Quynh,Mai,0000-0002-5777-1899,,,,,,
"Mai, Quynh Nhu Ranitea",Nguyen Quynh,Mai,0000-0001-7658-7328,,,,,,
"Mai, Quynh Nhu Ranitea",Thu Quynh,Mai,0009-0007-8526-5866,,,,,,
"Mai, Quynh Nhu Ranitea",Thuy Quynh,Mai,0009-0006-3523-1388,,,,,,
"Mai, Quynh Nhu Ranitea",QUYNH,LE NGUYEN MAI,0009-0005-5932-5576,,,,,,
"Mai, Quynh Nhu Ranitea",Thi Quynh Anh,Mai,0009-0004-6765-0152,,,,,,
"Mai, Quynh Nhu Ranitea",Lan Thi Quynh,Mai,0000-0002-1508-330X,,,,,,
"Mai, Quynh Nhu Ranitea",Mai Quynh Phuong,Mai Quynh Phuong,0009-0005-2968-2185,,,,,,
"Phuong, Mark",Mark,Phuong,0000-0001-7685-9813,,,,,,
"Starrs, Carlin",Carlin,Starrs,0000-0003-2009-4203,,,,,,
"Thomas, Eric",Eric,Thomas,0000-0002-6609-5626,,,,,,
"Thomas, Eric",Eric,Thomas,0000-0001-8997-0481,,,,,,
"Thomas, Eric",Eric,Thomas,0000-0002-5336-8146,,,,,,
"Thomas, Eric",Eric,Thomas,0000-0001-6883-1183,,,,,,
"Thomas, Eric",Eric,Thomas,0000-0003-0984-7593,,,,,,
"Thomas, Eric",ERIC ,THOMAS,0000-0003-4835-2657,,,,,,
"Thomas, Eric",Eric,Thomas,0009-0005-3498-5471,,,,,,
"Thomas, Eric",Eric,Thomas,0009-0008-4897-7191,,,,,,
"Thomas, Eric",Eric,Thomas,0009-0004-6180-857X,,,,,,
"Thomas, Eric",Eric,Thomas,0009-0009-7729-7686,,,,,,
"Thomas, Eric",Eric,Thomas,0000-0002-3656-9181,,,,,,
"Thomas, Eric",Eric,Thomas,0000-0003-1520-9483,,,,,,
"Thomas, Eric",Eric,Thomas,0009-0007-1972-8172,,,,,,
"Thomas, Eric",Eric,Thomas,0009-0007-1151-5834,,,,,,
"Thomas, Eric",Eric,Thomas,0000-0003-0057-7195,,,,,,
"Thomas, Eric",Eric,Thomas,0009-0001-1037-7878,,,,,,
"Thomas, Eric",Eric,Thomas,0009-0004-1671-0215,,,,,,
"Thomas, Eric",Eric Heywood,Thomas,0009-0000-3729-3140,,,,,,
"Thomas, Eric",Eric,Thomas Agostinho,0000-0003-3490-3905,,,,,,
"Tribull, Carly",Carly,Tribull,0000-0002-1044-0486,,,,,,
"Williams, Lauren",Lauren,Williams,0000-0001-9634-4104,,,,,,
"Williams, Lauren",Lauren,Williams,0000-0002-1064-3240,,,,,,
"Williams, Lauren",Lauren,Williams,0000-0001-7868-9176,,,,,,
"Williams, Lauren",Lauren,Williams,0000-0001-9526-9536,,,,,,
"Williams, Lauren",Lauren,Williams,0000-0003-1086-3961,Walking Talking Robot,Ulster University,http://dx.doi.org/10.13039/501100001632,,2012,2013
"Williams, Lauren",Lauren,Williams,0000-0001-8643-8422,,,,,,
"Williams, Lauren",Lauren,Williams,0000-0003-4016-2736,,,,,,
"Williams, Lauren",Lauren,Williams,0000-0003-3696-0372,,,,,,
"Williams, Lauren",Lauren,Williams,0000-0003-1204-4337,,,,,,
"Williams, Lauren",Lauren,Williams,0000-0002-1724-1359,,,,,,
"Williams, Lauren",Lauren,Williams,0000-0001-8571-1941,,,,,,
"Williams, Lauren",Lauren,Williams,0000-0002-4570-3012,,,,,,
"Williams, Lauren",Lauren,Williams,0000-0002-4884-7214,,,,,,
"Williams, Lauren",Lauren,Williams,0000-0001-5258-2944,,,,,,
"Williams, Lauren",Lauren,Williams,0000-0001-5355-8989,,,,,,
"Williams, Lauren",Lauren,Williams,0000-0003-4420-3777,,,,,,
"Williams, Lauren",Lauren,Williams,0009-0002-0789-5620,,,,,,
"Williams, Lauren",Lauren,Williams,0000-0002-6886-605X,,,,,,
"Williams, Lauren",Lauren,Williams,0009-0007-7688-2336,,,,,,
"Williams, Lauren",Lauren,Williams,0009-0000-6249-9861,,,,,,
"Williams, Lauren",Lauren,Williams,0009-0006-7419-4671,,,,,,
"Williams, Lauren",Lauren,Williams,0009-0009-2265-8085,,,,,,
"Williams, Lauren",Lauren,Williams,0000-0003-3109-8744,,,,,,
"Williams, Lauren",Lauren,Williams,0009-0004-9993-6905,,,,,,
"Williams, Lauren",Lauren,Williams,0000-0003-3443-3552,,,,,,
"Williams, Lauren",Lauren,Williams,0000-0002-0680-2464,,,,,,
"Williams, Lauren",Lauren,Williams,0000-0003-2589-2220,Testing FG,FT,,,2016,2030
"Williams, Lauren",Lauren,Williams,0009-0004-7964-1843,,,,,,
"Williams, Lauren",Lauren,Williams,0000-0003-3319-8220,,,,,,
"Williams, Lauren",Lauren,Williams,0009-0001-5441-3746,,,,,,
"Williams, Lauren",Lauren,Williams,0009-0004-0394-8873,,,,,,
"Williams, Lauren",Lauren,Williams,0000-0001-7794-1835,,,,,,
"Williams, Lauren",Lauren,Williams,0000-0001-6749-0516,,,,,,
"Williams, Lauren",Lauren,Williams,0000-0001-5284-8327,,,,,,
"Williams, Lauren",Lauren,Williams,0009-0006-1962-1052,,,,,,
"Williams, Lauren",Lauren,Williams,0009-0009-2342-2381,,,,,,
"Williams, Lauren",Lauren ,Williams,0009-0007-8880-6971,,,,,,
"Williams, Lauren",Lauren,Williams,0000-0002-7860-0319,,,,,,
"Williams, Lauren",Lauren,Williams,0009-0005-1549-2479,,,,,,
"Williams, Lauren",Lauren,Williams,0000-0002-6353-4849,Mechanical Energy Profiles During Cross-Sloped Walking for Individuals with Unilateral Transtibial Amputation and Non-Amputees,National Science Foundation,http://dx.doi.org/10.13039/100000001,1840996,2019,2022
"Williams, Lauren",Lauren Grace,Williams,0000-0002-2329-0923,,,,,,
"Williams, Lauren",Jessica Lauren,Williams,0000-0002-7544-3370,,,,,,
"Williams, Lauren",Lauren-Marie,Williams ,0000-0001-8064-1024,,,,,,
"Williams, Lauren",Lauren Hutch,Williams,0009-0007-5830-5607,,,,,,
"Williams, Lauren",Lauren,Williams-Arnes,0000-0002-3270-4489,,,,,,
"Yang, Jennifer",Jennifer,Yang,0000-0002-1978-1551,,,,,,
"Yang, Jennifer",jennifer,yang,0000-0002-9968-5673,,,,,,
"Yang, Jennifer",Jennifer,Yang,0000-0001-8449-2257,,,,,,
"Yang, Jennifer",Jennifer,Yang,0000-0003-2332-051X,Foster care beyond placement:  exploring the continuity of offending in adulthood,Social Sciences and Humanities Research Council,http://dx.doi.org/10.13039/501100000155,167554,2017,2018
"Yang, Jennifer",Jennifer,Yang,0000-0001-5981-1703,,,,,,
"Yang, Jennifer",Jennifer,Yang,0009-0006-2500-2127,,,,,,
"Yang, Jennifer",Jennifer,Yang,0000-0001-8149-5161,,,,,,
"Yang, Jennifer",Jennifer,Yang,0000-0002-9529-0105,,,,,,
"Yang, Jennifer",Jennifer,Yang,0009-0009-5565-7329,,,,,,
"Yang, Jennifer",Jennifer,Yang,0009-0005-7297-3690,,,,,,
"Yang, Jennifer",Jennifer,Yang,0009-0004-2253-879X,,,,,,
"Yang, Jennifer",Jennifer,Yang,0009-0007-8561-2450,,,,,,
"Yang, Jennifer",Jennifer,Yang,0000-0001-5916-8228,,,,,,
"Yang, Jennifer",Jennifer,Yang,0009-0004-2331-2506,,,,,,
"Yang, Jennifer",Jennifer,Yang,0009-0005-6250-4356,,,,,,
"Yang, Jennifer",Jennifer,Yang,0000-0001-5438-7210,,,,,,
"Yang, Jennifer",Jennifer,Yang Hui,0000-0002-8001-3236,,,,,,
"Yang, Jennifer",Jennifer Marie,Yang,0000-0002-5147-2855,Balik-Scientist Program Awardee,Philippine Council for Health Research and Development,http://dx.doi.org/10.13039/501100011096,,,
"Bates, Jennifer",Jennifer,Bates,0000-0003-3804-3527,,,,,,
"Bates, Jennifer",Jennifer,Bates,0000-0002-0821-1967,,,,,,
"Bates, Jennifer",Jennifer,Bates,0000-0002-5886-7294,,,,,,
"Bates, Jennifer",Jennifer,Bates,0000-0001-7650-2232,,,,,,
"Bates, Jennifer",Jennifer,Bates,0000-0003-4751-663X,,,,,,
"Bates, Jennifer",Jennifer ,Bates,0009-0001-1866-5479,,,,,,
"Bates, Jennifer",Jennifer ,Bates,0009-0000-6450-6949,,,,,,
"Bates, Jennifer",Jennifer,Bates,0000-0002-7100-4741,,,,,,
"Bates, Jennifer",Jennifer,Bates Ehlert,0000-0001-6397-293X,,,,,,
"Chuang, Angela",Angela,Chuang,0000-0001-6847-5115,,,,,,
"Chuang, Angela",Angela Ya-Chu,Chuang,0009-0000-4465-4741,,,,,,
"Chuang, Angela",Chin Ying Angela,Chuang,0009-0009-6235-393X,,,,,,
"Flynn, Sierra M.",Sierra,Flynn,0000-0002-2744-9276,,,,,,
"Furst, Emmanuelle A.",Emmanuelle,Furst,0009-0000-5166-6708,,,,,,
"Hamb, Alexandra M.",Alexandra,Hamb,0000-0003-0926-825X,,,,,,
"Hann, Courtney H.",Courtney,Hann,0000-0003-1796-9507,,,,,,
"Liew, Qi",Rong Qi,Liew,0000-0002-9132-825X,,,,,,
"Liew, Qi",Crystal Xiao-Qi,Liew,0000-0003-3617-4056,,,,,,
"Wong, Benjamin J.",Benjamin Y. J.,Wong,0009-0003-5986-9333,,,,,,
"Wong, Benjamin J.",Benjamin,Wong,0000-0002-5106-4827,,,,,,
"Wong, Benjamin J.",Benjamin,Wong,0000-0002-9548-5631,,,,,,
"Wong, Benjamin J.",Benjamin,Wong,0009-0001-8697-6535,,,,,,
"Wong, Benjamin J.",Benjamin,Wong,0000-0002-1394-484X,,,,,,
"Wong, Benjamin J.",Benjamin,Wong,0000-0003-3389-5157,,,,,,
"Wong, Benjamin J.",Benjamin,Wong,0000-0003-2258-7925,,,,,,
"Wong, Benjamin J.",Benjamin,Wong,0009-0006-7038-7863,,,,,,
"Wong, Benjamin J.",Benjamin,Wong,0000-0002-9543-9782,,,,,,
"Wong, Benjamin J.",Benjamin,Wong,0009-0007-3420-9039,,,,,,
"Wong, Benjamin J.",Benjamin,Wong,0009-0004-7674-1603,,,,,,
"Wong, Benjamin J.",Benjamin,Wong,0000-0001-6593-278X,,,,,,
"Wong, Benjamin J.",Benjamin,Wong,0000-0002-7745-6271,,,,,,
"Wong, Benjamin J.",Benjamin,Wong,0009-0000-3592-3532,Husky Project is an big data and AI company focusing on building the System Foundation for the Digital Future.,Innovation and Technology Commission,http://dx.doi.org/10.13039/501100007156,TSSSU/PolyU/20/05,2020,2021
"Wong, Benjamin J.",Benjamin,Wong,0009-0000-3592-3532,Real-Time Machine Learning Platform For Digital Advertisement Bidding,Innovation and Technology Commission,http://dx.doi.org/10.13039/501100007156,InP/378/19,2019,2020
"Wong, Benjamin J.",Benjamin,Wong,0009-0000-3592-3532,Real-Time Machine Learning Platform For Digital Advertisement Bidding,Innovation and Technology Commission,http://dx.doi.org/10.13039/501100007156,InP/334/19,2019,2020
"Wong, Benjamin J.",Benjamin,Wong,0009-0000-3592-3532,Real-Time Machine Learning Platform For Digital Advertisement Bidding,Innovation and Technology Commission,http://dx.doi.org/10.13039/501100007156,ITS/057/18,2019,2020
"Wong, Benjamin J.",Benjamin,Wong,0009-0000-1129-6351,,,,,,
"Wong, Benjamin J.",Benjamin,Wong,0009-0008-8104-6575,,,,,,
"Wong, Benjamin J.",Benjamin,Wong,0009-0008-6551-1334,,,,,,
"Wong, Benjamin J.",Benjamin,Wong,0000-0002-1665-6165,Implications of Global Economic Forces for Domestic Monetary Policy,Australian Research Council,http://dx.doi.org/10.13039/501100000923,DP240100970,2024,2026
"Wong, Benjamin J.",Benjamin,Wong,0000-0002-1665-6165,Understanding the sources of secular stagnation,Australian Research Council,http://dx.doi.org/10.13039/501100000923,DP190100202,2019,2021
"Wong, Benjamin J.",Benjamin,Wong,0000-0002-1665-6165,Financial Cycles and the Macroeconomy,Australian Research Council,http://dx.doi.org/10.13039/501100000923,DE200100693,2020,2022
"Wong, Benjamin J.",Vincent Benjamin,Wong,0009-0001-7650-6222,,,,,,
"Wong, Benjamin J.",Benjamin,Ramirez-Wong,0000-0003-4381-5931,,,,,,
"Wong, Benjamin J.",Benjamin Chun Yu,Wong,0000-0002-3879-0349,,,,,,
"Wong, Benjamin J.",Benjamin Tziak Ze,Wong,0000-0001-5570-8223,Shaping and promoting healthy lifestyle through real-time monitoring technology and food legislation,Taylor's University Flagship Research Grant,,TUFR/2017/003/04,2017,2022
"Wong, Benjamin J.",Benjamin Yi Xin,Wong,0000-0003-1162-7557,,,,,,
"Wong, Benjamin J.",Benjamin Ngie Xiong,Wong,0000-0003-4298-2981,,,,,,
"Wong, Benjamin J.",ZHEN ZHOU BENJAMIN,WONG,0009-0007-4597-297X,,,,,,
"Allen, Trevor R.",Trevor,Allen,0000-0003-2616-3003,,,,,,
"Allen, Trevor R.",Trevor,Allen,0000-0003-4907-963X,,,,,,
"Allen, Trevor R.",Trevor,Allen,0000-0001-6549-8215,,,,,,
"Allen, Trevor R.",Trevor,Allen,0000-0002-3127-3015,,,,,,
"Allen, Trevor R.",Trevor,Allen,0000-0003-3420-547X,,,,,,
"Allen, Trevor R.",Trevor,Allen,0000-0001-8163-4328,,,,,,
"Allen, Trevor R.",Trevor,Allen,0009-0000-5548-8398,,,,,,
"Allen, Trevor R.",Trevor,Allen,0000-0002-3911-7914,,,,,,
"Allen, Trevor R.",Trevor,Allen,0009-0002-0203-7731,,,,,,
"Atkinson, L.",Richard L.,Atkinson,0000-0003-1745-5645,,,,,,
"Au, S.",Cecilia W. S.,Au,0000-0002-3812-9657,,,,,,
"Gonzalez, D. N.",Alma D.,Paz-Gonzalez,0000-0002-0938-6304,,,,,,
"Gonzalez, D. N.",Brian D.,Gonzalez,0000-0001-5108-5735,"Obesity, related comorbidities, and breast cancer outcomes in African Americans",National Cancer Institute,,R01CA185623-S1,2015,2016
"Gonzalez, D. N.",Brian D.,Gonzalez,0000-0001-5108-5735,Identifying Disparities in Mild Cognitive Impairment and Alzheimer's Disease and Related Dementias in Diverse Prostate Cancer Survivors,National Cancer Institute,https://ror.org/040gcmg81,R01CA242742-S1,2023,2025
"Gonzalez, D. N.",Brian D.,Gonzalez,0000-0001-5108-5735,Developing a Culturally Targeted mHealth Intervention for Cancer-Related Sleep Disturbance in African American Breast Cancer Survivors,National Cancer Institute,,K01CA211789,2016,2021
"Gonzalez, D. N.",Brian D.,Gonzalez,0000-0001-5108-5735,Measuring Patient-Reported Outcomes Related to Radiopharmaceuticals for Prostate Cancer,Congressionally Directed Medical Research Programs,http://dx.doi.org/10.13039/100000090,W81XWH-20-1-0351,2020,2023
"Gonzalez, D. N.",Brian D.,Gonzalez,0000-0001-5108-5735,Identifying and Reducing Disparities in Symptom Burden Among African American Prostate Cancer Survivors,Congressionally Directed Medical Research Programs,http://dx.doi.org/10.13039/100000090,W81XWH-20-1-0126,2020,2023
"Gonzalez, D. N.",Brian D.,Gonzalez,0000-0001-5108-5735,Identifying and Reducing Disparities in Patient-Reported Outcomes Among African American Prostate Cancer Survivors,National Cancer Institute,http://dx.doi.org/10.13039/100000054,R01CA242742,2020,2025
"Gonzalez, D. N.",Angie D.,Gonzalez,0000-0002-1772-2152,DISCOVERING VERTEBRATE HOST AND THEIR BLOOD PARASITES IN COLOMBIA'S WILDLIFE,GLOBAL GENOME BIODIVERSITY NETWORK,,,,
"Gonzalez, D. N.",Angie D.,Gonzalez,0000-0002-1772-2152,Evolución de los genes asociados a embriogénesis temprana de la  endoparásita Pilostyles boyacensis (Apodanthaceae),Universidad Nacional de Colombia,https://ror.org/059yx9a68,,,
"Gonzalez, D. N.",D.,Gonzalez-Calvo,0000-0003-1015-1868,,,,,,
"Gonzalez, D. N.",Tomas D,Gonzalez,0000-0002-2787-4627,,,,,,
"Gonzalez, D. N.",D. Dalila,Gonzalez Cantarero,0000-0001-9121-487X,,,,,,
"Gonzalez, D. N.",J. D.,Gonzalez-Gallardo,0009-0002-9016-131X,,,,,,
"Gonzalez, D. N.",Marcos D.,Gonzalez-Llanes,0000-0003-4015-383X,,,,,,
"Gonzalez, D. N.",José D.,Cojal Gonzalez,0000-0003-2004-8346,,,,,,
"Gonzalez, D. N.",Rafael D.,Gonzalez Cruz,0000-0001-6025-1686,,,,,,
"Gonzalez, D. N.",Maria D.,Gonzalez-Lima,0000-0002-7750-9564,,,,,,
"Gonzalez, D. N.",Victor D.,Gonzalez Avella,0000-0003-2633-6146,,,,,,
"Gonzalez, D. N.",Mizael D. J.,Gonzalez-Escandon,0000-0001-9913-0144,,,,,,
"Gonzalez, D. N.",Olga D.,"Gonzalez       DVM, Diplomate ACVP",0000-0002-6447-9183,,,,,,
"Horn,R. A.",Michael R.,Horn,0000-0002-2499-1481,,,,,,
"Horn,R. A.",Corey R.,Horn,0000-0001-6778-5218,,,,,,
"Horn,R. A.",Curtis R,Horn Jr,0009-0008-8879-0487,,,,,,
"Horn,R. A.",KYLE R.,VAN HORN,0009-0007-2012-5635,,,,,,
"Iyer, Neetha",Neetha,Iyer,0000-0002-5636-1628,Identifying factors influencing parasite transmission in critically-endangered Grauer’s gorillas,Morris Animal Foundation,https://ror.org/05pg13f04,D18ZO-831,2018,2020
"Lance, Shannon",Shannon,Lance,0000-0002-5213-7346,,,,,,
"Lewis, Caroline A.",Caroline,Lewis,0000-0002-0256-0947,,,,,,
"Lewis, Caroline A.",Caroline,Lewis,0000-0002-5693-0632,,,,,,
"Lewis, Caroline A.",Caroline,Lewis,0000-0001-5849-6799,,,,,,
"Lewis, Caroline A.",Caroline,Lewis,0000-0002-5348-2547,,,,,,
"Lewis, Caroline A.",Caroline,Lewis,0000-0001-5481-3179,,,,,,
"Lewis, Caroline A.",Caroline,Lewis,0009-0009-6658-1534,,,,,,
"Lewis, Caroline A.",Mary Caroline,Lewis,0000-0002-2751-391X,,,,,,
"Weiss, Amelia",Amelia,Weiss,0000-0002-1248-8520,,,,,,
"West, Elaine",Elaine,West,0009-0006-5400-9862,,,,,,
"Wormser, Vanessa R.",Vanessa,Wormser,0000-0003-3729-9280,,,,,,
"Wu, Jasper G.",Jasper,Wu,0000-0001-7684-3926,,,,,,
"Wu, Jasper G.",Jasper Zhao Zhen,Wu,0000-0002-2431-1845,,,,,,
"Campos, A.",A,Campos,0000-0003-4061-8182,,,,,,
"Campos, A.",francisco a,campos,0000-0002-5917-0106,,,,,,
"Campos, A.",Luciana A.,Campos,0000-0002-8162-1022,,,,,,
"Campos, A.",Carlos A,Campos,0000-0002-5510-091X,,,,,,
"Campos, A.",Marco A.,Campos,0000-0003-4683-0176,,,,,,
"Campos, A.",Dulce A. Dourado,Campos,0000-0001-8843-2534,,,,,,
"Campos, A.",Karen A.,Campos-Gomez,0000-0001-8882-6517,,,,,,
"Campos, A.",Jesus A.,Bolaños Campos,0000-0003-3830-3149,,,,,,
"Campos, A.",Mauricio A,Campos Dominguez,0000-0002-6648-3784,,,,,,
"Campos, A.",Christian A.,Santos Campos,0000-0001-6386-8761,,,,,,
"Campos, A.",A. Elizabeth,Cruz Campos,0009-0004-6918-938X,,,,,,
"Campos, A.",Mónica A.,López-Campos,0000-0003-1404-1703,,,,,,
"Campos, A.",Gabriela A,Campos-García,0009-0006-1165-5071,,,,,,
"Campos, A.",Karen A.,Campos González,0009-0000-4778-8729,,,,,,
"Campos, A.",A. K.,Maldonado Campos,0009-0006-4494-6940,,,,,,
"Campos, A.",Alexandra a.,García campos ,0009-0009-5266-9236,,,,,,
"Campos, A.",Luis A.,Miele Campos,0009-0003-5896-8989,,,,,,
"Campos, A.",José A.,Campos-Sandoval,0000-0002-2457-9884,,,,,,
"Campos, A.",DIEGO A,CAMPOS G,0009-0006-0068-2234,,,,,,
"Campos, A.",Jose A.,Campos Sañudo,0000-0002-3981-340X,,,,,,
"Campos, A.",Kendry A.,Campos Rojas,0009-0006-8914-8539,,,,,,
"Campos, A.",Diego A.,Campos Díaz,0000-0001-9351-7014,,,,,,
"Campos, A.",Fabio A.,Campos Rocha,0009-0006-5681-3758,,,,,,
"Campos, A.",Anaelli A,Nogueira-Campos,0000-0001-8729-386X,,,,,,
"Campos, A.",Mario A S ,Campos Sanchez,0000-0002-3361-8056,,,,,,
"Campos, A.",Victor A F,de Campos,0000-0003-4193-6289,,,,,,
"Campos, A.",Yagda A.,de Campos Justino,0009-0007-2581-1917,,,,,,
"Dubey, A.",Dr A P,Dubey,0000-0002-8491-0727,,,,,,
"Falvo, Caylee A.",Caylee,Falvo,0000-0002-1520-137X,,,,,,
"Galarza, Rubi",Sol Rubi,Calizaya Galarza,0009-0009-9765-1101,,,,,,
"Hsiao, E.",E-Ling,Hsiao,0000-0001-9433-6231,,,,,,
"Hsiao, E.",YU-CHAU E.,HSIAO,0000-0002-7082-4721,音韻與語法之間,行政院國家科學委員會,,NSC82-0301-H-004-010,1992,1993
"Hsiao, E.",YU-CHAU E.,HSIAO,0000-0002-7082-4721,從各個語言部門的介面看韻律結構的弁鉬P重組,行政院國家科學委員會,,NSC83-0301-H-004-115,1994,1995
"Hsiao, E.",YU-CHAU E.,HSIAO,0000-0002-7082-4721,最佳化值與句法音韻介面,行政院國家科學委員會,,NSC85-2418-H-004-002,1995,1996
"Hsiao, E.",YU-CHAU E.,HSIAO,0000-0002-7082-4721,台灣閩南語變調與現代語意學理論,行政院國家科學委員會,,NSC86-2411-H-004-012,1996,1997
"Hsiao, E.",YU-CHAU E.,HSIAO,0000-0002-7082-4721,語際連讀變調,行政院國家科學委員會,,NSC89-2411-H-004-006,1999,2000
"Hsiao, E.",YU-CHAU E.,HSIAO,0000-0002-7082-4721,優選理論與國語三聲變調,行政院國家科學委員會,,NSC89-2411-H-004-038,2000,2001
"Hsiao, E.",YU-CHAU E.,HSIAO,0000-0002-7082-4721,從「對應」觀點看閩南語與國語之聲調連併,行政院國家科學委員會,,NSC92-2411-H-004-023,2003,2004
"Hsiao, E.",YU-CHAU E.,HSIAO,0000-0002-7082-4721,台灣閩南語童謠之節律與變調,行政院國家科學委員會,,NSC93-2411-H-004-040,2004,2005
"Hsiao, E.",YU-CHAU E.,HSIAO,0000-0002-7082-4721,從優選理論分析東勢大埔客語之連讀變調,行政院國家科學委員會,,NSC94-2411-H-004-032,2005,2006
"Hsiao, E.",YU-CHAU E.,HSIAO,0000-0002-7082-4721,從優選理論及語料庫觀點研究台灣北、中、南地區民俗唸謠的節律語法,行政院國家科學委員會,,NSC95-2411-H-004-025,2006,2007
"Hsiao, E.",YU-CHAU E.,HSIAO,0000-0002-7082-4721,五個漢語方言中音節連併之語音組合制約及普遍制約研究,行政院國家科學委員會,,NSC101-2410-H-004-170-,2012,2013
"Hsiao, E.",YU-CHAU E.,HSIAO,0000-0002-7082-4721,五個漢語方言中音節連併之語音組合制約及普遍制約研究 (II),行政院國家科學委員會,,NSC102-2410-H-004-080-,2013,2014
"Hsiao, E.",YU-CHAU E.,HSIAO,0000-0002-7082-4721,從句法音韻介面觀點研究卓蘭饒平三字組及四字組之連讀變調(1/2),科技部,,MOST103-2410-H-004-086-MY2,2014,2015
"Hsiao, E.",YU-CHAU E.,HSIAO,0000-0002-7082-4721,從句法音韻介面觀點研究卓蘭饒平五字組及多字組之連讀變調(2/2),科技部,,MOST105-2410-H-004-181-MY2,2017,2018
"Jolitz,Rebecca D.",Rebecca,Jolitz,0000-0001-6360-0140,,,,,,
"Kobayashi,Katie M.",Katie,Kobayashi,0000-0002-8900-9479,,,,,,
"Kobayashi,Katie M.",Katie,Kobayashi,0009-0003-3890-6799,,,,,,
"Parks, Samuel R",Samuel,Parks,0000-0002-0229-831X,,,,,,
"Parks, Samuel R",Samuel,Parks,0000-0002-8069-3390,,,,,,
"Reimche, Jessica",Jessica,Reimche,0000-0001-6536-7039,,,,,,
"Rosenthal, Lisa M.",Lisa,Rosenthal,0000-0002-0246-877X,,,,,,
"Rosenthal, Lisa M.",Lisa,Rosenthal,0000-0003-4030-7587,,,,,,
"Rosenthal, Lisa M.",Lisa,Rosenthal,0000-0003-3425-8192,,,,,,
"Rosenthal, Lisa M.",Lisa,Rosenthal,0000-0002-1820-5261,,,,,,
"Rosenthal, Lisa M.",Lisa-Maria,Rosenthal,0000-0003-4083-1186,,,,,,
"TRINH, REBECCA C.",Rebecca,Trinh,0000-0003-4966-8928,,,,,,
"Van, Serena C.",Serena,Van Buskirk ,0000-0003-2274-5532,,,,,,
"Van, Serena C.",Serena,van Oosten,0009-0007-6530-1428,,,,,,
"Van, Serena C.",Serena,van Nimwegen,0000-0001-9823-7812,,,,,,
"Wray, Addien C.",Addien,Wray,0000-0001-6587-0486,,,,,,
"Agnew, Lindsey P.",Lindsey,Agnew,0000-0002-3283-2878,,,,,,
"Agnew, Lindsey P.",Lindsey D,Agnew,0009-0001-1722-2190,,,,,,
"Chang, Michelle",Michelle,Chang,0000-0001-8316-0840,,,,,,
"Chang, Michelle",Michelle,Chang,0009-0004-1792-7950,,,,,,
"Chang, Michelle",Michelle,Chang,0009-0005-5770-2243,,,,,,
"Chang, Michelle",Michelle,Chang,0000-0003-1476-3650,,,,,,
"Chang, Michelle",Michelle,Chang,0000-0002-9034-1540,,,,,,
"Chang, Michelle",Michelle,Chang,0009-0005-3060-1880,,,,,,
"Chang, Michelle",Michelle,Chang,0000-0002-8974-9151,,,,,,
"Chang, Michelle",Michelle,Chang,0009-0005-1533-8965,,,,,,
"Chang, Michelle",Michelle,Chang,0009-0000-8238-2433,,,,,,
"Chang, Michelle",Michelle,Chang,0000-0002-8984-0895,,,,,,
"Chang, Michelle",Michelle,Chang,0009-0009-2937-3162,,,,,,
"Chang, Michelle",Michelle,Chang,0000-0002-5648-1080,,,,,,
"Chang, Michelle",Michelle,Chang,0000-0002-1998-6047,,,,,,
"Chang, Michelle",Michelle,Chang,0000-0003-1340-4234,,,,,,
"Chang, Michelle",Michelle,Chang,0000-0002-3263-8266,,,,,,
